,Name of Movie,Star1,Star2,Star3,Votes,Genre1,Genre2,Genre3,Gross_Collection,Popularity,Certification
1041,Surrogates,Bruce Willis,Radha Mitchell,Ving Rhames," 99,120 ",Action,Sci-Fi,Thriller,-,"4,279",PG-13
1042,Revolver,Jason Statham,Ray Liotta,André 3000," 73,876 ",Action,Crime,Drama,-,"4,349",R
1043,Ninja Assassin,Rain,Rick Yune,Naomie Harris," 37,390 ",Action,Thriller,-,-,"4,453",R
1044,Osmosis Jones,Laurence Fishburne,Chris Rock,David Hyde Pierce," 99,936 ",Animation,Action,Adventure,-,"4,458",PG
1045,The American,George Clooney,Paolo Bonacelli,Violante Placido," 74,471 ",Action,Crime,Drama,Color,"4,490",R
1046,Triple 9,Casey Affleck,Chiwetel Ejiofor,Anthony Mackie," 110,889 ",Action,Crime,Thriller,-,"4,855",R
1047,Paycheck,Ben Affleck,Aaron Eckhart,Uma Thurman," 190,454 ",Action,Mystery,Sci-Fi,Color,"4,946",PG-13
1048,This Means War,Reese Witherspoon,Chris Pine,Tom Hardy," 120,263 ",Action,Comedy,Romance,"$54,760,791",-,PG-13
1049,Entrapment,Sean Connery,Catherine Zeta-Jones,Ving Rhames," 157,823 ",Action,Crime,Romance,Color,-,PG-13
1050,Underworld: Awakening,Kate Beckinsale,Michael Ealy,India Eisley," 86,011 ",Action,Fantasy,Horror,Color,-,R
1051,Blue Streak,Martin Lawrence,Luke Wilson,Peter Greene," 135,452 ",Action,Comedy,Crime,-,-,PG-13
1052,Johnny English Reborn,Rowan Atkinson,Rosamund Pike,Dominic West," 84,472 ",Action,Adventure,Comedy,Color,-,PG
1053,Centurion,Michael Fassbender,Dominic West,Olga Kurylenko," 58,126 ",Action,Drama,History,-,-,R
1054,Mr. Right,Anna Kendrick,Sam Rockwell,Tim Roth," 48,277 ",Action,Comedy,Romance,-,-,R
1055,Free Fire,Sharlto Copley,Brie Larson,Armie Hammer," 108,851 ",Action,Comedy,Crime,Color,-,R
1056,Repo Men,Jude Law,Forest Whitaker,Alice Braga," 29,568 ",Action,Sci-Fi,Thriller,"$13,794,835",-,R
1057,Risen,Joseph Fiennes,Tom Felton,Peter Firth," 85,834 ",Action,Drama,History,-,-,PG-13
1058,Assassins,Sylvester Stallone,Antonio Banderas,Julianne Moore," 36,977 ",Action,Crime,Thriller,-,-,R
1059,Escape from the Planet of the Apes,Roddy McDowall,Kim Hunter,Bradford Dillman," 44,002 ",Action,Sci-Fi,-,-,-,G
1060,Nick of Time,Johnny Depp,Christopher Walken,Courtney Chase," 80,433 ",Action,Crime,Drama,-,-,R
1061,Assault on Precinct 13,Ethan Hawke,Laurence Fishburne,Gabriel Byrne," 30,511",Action,Crime,Drama,"$20,040,895",-,R
1062,7500,Joseph Gordon-Levitt,Omid Memar,Aylin Tezel," 58,017 ",Action,Drama,Thriller,-,-,R
1063,Proof of Life,Meg Ryan,Russell Crowe,David Morse," 50,172 ",Action,Drama,Thriller,-,-,R
1064,Formula 51,Samuel L. Jackson,Robert Carlyle,Emily Mortimer," 40,506",Action,Comedy,Crime,Color,-,R
1065,ARQ,Robbie Amell,Rachael Taylor,Shaun Benson," 29,158 ",Action,Sci-Fi,Thriller,-,-,TV-MA
1066,Charlie Countryman,Shia LaBeouf,Evan Rachel Wood,Mads Mikkelsen," 51,779",Action,Comedy,Drama,Color,-,R
1067,Toofaan,Farhan Akhtar,Mrunal Thakur,Paresh Rawal," 364,437 ",Action,Drama,Sport,-,-,-
1068,Thor: Love and Thunder,Chris Hemsworth,Natalie Portman,Christian Bale," 465,668 ",Action,Adventure,Comedy,"$343,256,830",121,PG-13
1069,Indiana Jones and the Kingdom of the Crystal Skull,Harrison Ford,Cate Blanchett,Shia LaBeouf," 155,810 ",Action,Adventure,-,Color,288,PG-13
1070,Kindergarten Cop,Arnold Schwarzenegger,Penelope Ann Miller,Pamela Reed," 141,629 ",Action,Comedy,Crime,Color,397,PG-13
1071,Mad Max Beyond Thunderdome,Mel Gibson,Tina Turner,Bruce Spence," 184,612 ",Action,Adventure,Sci-Fi,Color,462,PG-13
1072,Terminator: Dark Fate,Linda Hamilton,Arnold Schwarzenegger,Mackenzie Davis," 341,219 ",Action,Adventure,Sci-Fi,"$62,253,077",661,R
1073,Pearl Harbor,Ben Affleck,Kate Beckinsale,Josh Hartnett," 418,331 ",Action,Drama,History,Color,806,PG-13
1074,Transformers: Dark of the Moon,Shia LaBeouf,Rosie Huntington-Whiteley,Tyrese Gibson," 181,421 ",Action,Adventure,Sci-Fi,"$352,390,543",911,PG-13
1075,The Legend of Tarzan,Alexander Skarsgård,Rory J Saper,Christian Stevens," 387,126 ",Action,Adventure,Drama,DatasatDolby DigitalDolby AtmosAuro 11.1,970,PG-13
1076,Men in Black II,Tommy Lee Jones,Will Smith,Rip Torn," 193,504 ",Action,Adventure,Comedy,Color,"1,020",PG-13
1077,The Karate Kid,Jackie Chan,Jaden Smith,Taraji P. Henson," 307,966 ",Action,Drama,Family,"$176,591,618","1,546",PG
1078,300: Rise of an Empire,Sullivan Stapleton,Eva Green,Lena Headey," 183,367 ",Action,Drama,-,Color,"1,639",R
1079,Deep Impact,Robert Duvall,Téa Leoni,Elijah Wood," 215,975 ",Action,Drama,Sci-Fi,-,"1,657",PG-13
1080,Austin Powers in Goldmember,Mike Myers,Beyoncé,Seth Green," 72,531 ",Action,Adventure,Comedy,-,"1,780",PG-13
1081,Cold Pursuit,Liam Neeson,Laura Dern,Micheál Neeson," 201,294 ",Action,Comedy,Crime,"$32,138,862","1,828",R
1082,Dracula Untold,Luke Evans,Dominic Cooper,Sarah Gadon," 259,884 ",Action,Drama,Fantasy,-,"1,867",PG-13
1083,Total Recall,Colin Farrell,Bokeem Woodbine,Bryan Cranston," 240,537 ",Action,Adventure,Sci-Fi,"$58,877,969","1,908",PG-13
1084,Knowing,Nicolas Cage,Chandler Canterbury,Rose Byrne," 254,328 ",Action,Mystery,Sci-Fi,"$79,957,634","1,910",PG-13
1085,Alien: Resurrection,Sigourney Weaver,Winona Ryder,Dominique Pinon," 63,789 ",Action,Horror,Sci-Fi,Color,"1,952",R
1086,Dick Tracy,Warren Beatty,Madonna,Al Pacino," 233,455 ",Action,Comedy,Crime,Color,"1,981",PG
1087,Transcendence,Johnny Depp,Rebecca Hall,Morgan Freeman," 47,400 ",Action,Drama,Sci-Fi,Color,"2,187",PG-13
1088,Kung Pow: Enter the Fist,Steve Oedekerk,Fei Lung,Leo Lee," 173,906 ",Action,Comedy,-,-,"2,249",PG-13
1089,Hitman,Timothy Olyphant,Dougray Scott,Olga Kurylenko," 140,816 ",Action,Crime,Thriller,"$39,687,694","2,272",R
1090,Reign of Fire,Matthew McConaughey,Christian Bale,Izabella Scorupco," 65,992",Action,Adventure,Fantasy,"$43,061,982","2,384",PG-13
1091,Kate,Mary Elizabeth Winstead,Woody Harrelson,Miku Patricia Martineau," 95,548 ",Action,Adventure,Crime,-,"2,395",R
1092,3 Days to Kill,Kevin Costner,Hailee Steinfeld,Connie Nielsen," 38,141 ",Action,Drama,Thriller,-,"2,430",PG-13
1093,The Cannonball Run,Burt Reynolds,Roger Moore,Farrah Fawcett," 182,353 ",Action,Comedy,Sport,Color,"2,477",PG
1094,Inferno,Tom Hanks,Felicity Jones,Irrfan Khan," 165,253 ",Action,Adventure,Crime,Color,"2,488",PG-13
1095,47 Ronin,Keanu Reeves,Hiroyuki Sanada,Ko Shibasaki," 102,425 ",Action,Drama,Fantasy,Color,"2,511",PG-13
1096,Small Soldiers,Kirsten Dunst,Gregory Smith,David Cross," 92,720",Action,Adventure,Comedy,DTSDolby DigitalSDDS,"2,529",PG-13
1097,Spenser Confidential,Mark Wahlberg,Winston Duke,Alan Arkin," 149,700 ",Action,Comedy,Crime,-,"2,550",R
1098,Maze Runner: The Death Cure,Dylan O'Brien,Ki Hong Lee,Kaya Scodelario," 56,499",Action,Adventure,Sci-Fi,Color,"2,589",PG-13
1099,In the Shadow of the Moon,Boyd Holbrook,Cleopatra Coleman,Bokeem Woodbine," 85,761 ",Action,Crime,Mystery,-,"2,796",TV-MA
1100,American Assassin,Dylan O'Brien,Michael Keaton,Sanaa Lathan," 83,382 ",Action,Thriller,-,-,"2,854",R
1101,Walking Tall,Dwayne Johnson,Ashley Scott,Johnny Knoxville," 175,163 ",Action,Crime,-,Color,"2,874",PG-13
1102,Rush Hour 3,Jackie Chan,Chris Tucker,Max von Sydow," 39,929",Action,Comedy,Crime,Color,"2,878",PG-13
1103,Time Trap,Reiley McClendon,Cassidy Gifford,Brianne Howey," 245,409 ",Action,Adventure,Mystery,-,"2,925",Not Rated
1104,The Divergent Series: Insurgent,Shailene Woodley,Ansel Elgort,Theo James," 114,947 ",Action,Adventure,Sci-Fi,-,"3,067",PG-13
1105,Eraser,Arnold Schwarzenegger,Vanessa Williams,James Caan," 104,640 ",Action,Crime,Thriller,"$101,295,562","3,113",R
1106,The Losers,Idris Elba,Zoe Saldana,Jeffrey Dean Morgan," 125,902 ",Action,Adventure,Comedy,Color,"3,267",PG-13
1107,Parker,Jason Statham,Jennifer Lopez,Michael Chiklis," 80,920 ",Action,Crime,Thriller,-,"3,277",R
1108,Deliver Us from Evil,Eric Bana,Edgar Ramírez,Olivia Munn," 50,445 ",Action,Adventure,Crime,-,"3,356",R
1109,Keanu,Keegan-Michael Key,Jordan Peele,Tiffany Haddish," 68,379 ",Action,Comedy,Crime,"$20,591,853","3,360",R
1110,The Devil's Own,Harrison Ford,Brad Pitt,Margaret Colin," 142,688 ",Action,Crime,Drama,-,"3,369",R
1111,Jack the Giant Slayer,Nicholas Hoult,Stanley Tucci,Ewan McGregor," 109,611 ",Action,Adventure,Fantasy,Color,"3,516",PG-13
1112,Zathura: A Space Adventure,Josh Hutcherson,Jonah Bobo,Dax Shepard," 135,071 ",Action,Adventure,Comedy,Color,"3,520",PG
1113,Jack Ryan: Shadow Recruit,Chris Pine,Kevin Costner,Keira Knightley," 147,911 ",Action,Drama,Thriller,"$50,577,412","3,555",PG-13
1114,Tower Heist,Eddie Murphy,Ben Stiller,Casey Affleck," 313,879 ",Action,Comedy,Crime,Color,"3,557",PG-13
1115,Taken 2,Liam Neeson,Famke Janssen,Maggie Grace," 32,531 ",Action,Crime,Thriller,"$139,854,287","3,591",PG-13
1116,Blown Away,Jeff Bridges,Tommy Lee Jones,Suzy Amis," 34,598",Action,Crime,Drama,-,"3,663",R
1117,Copshop,Gerard Butler,Frank Grillo,Alexis Louder," 106,655 ",Action,Thriller,-,-,"3,773",R
1118,The Brothers Grimsby,Sacha Baron Cohen,Mark Strong,Rebel Wilson," 64,282 ",Action,Adventure,Comedy,-,"3,785",R
1119,Takers,Chris Brown,Hayden Christensen,Matt Dillon," 28,652 ",Action,Crime,Drama,-,"3,797",PG-13
1120,The Wall,Aaron Taylor-Johnson,John Cena,Laith Nakli," 53,729 ",Action,Drama,Thriller,-,"3,839",R
1121,Hard Target,Jean-Claude Van Damme,Lance Henriksen,Yancy Butler," 66,305 ",Action,Crime,Thriller,-,"3,890",R
1122,TMNT,Patrick Stewart,Mako,Chris Evans," 104,679 ",Animation,Action,Adventure,Color,"3,927",PG
1123,Moonraker,Roger Moore,Lois Chiles,Michael Lonsdale," 30,075",Action,Adventure,Sci-Fi,2.39 : 1,"4,166",PG
1124,The Toxic Avenger,Andree Maranda,Mitch Cohen,Jennifer Babtist," 32,881 ",Action,Comedy,Horror,Color,"4,174",R
1125,Feast,Navi Rawat,Krista Allen,Balthazar Getty," 29,250 ",Action,Comedy,Horror,Color,"4,202",R
1126,Death Race 2000,David Carradine,Sylvester Stallone,Simone Griffeth," 109,421 ",Action,Comedy,Sci-Fi,-,"4,220",R
1127,Shanghai Knights,Jackie Chan,Owen Wilson,Fann Wong," 166,773 ",Action,Adventure,Comedy,-,"4,325",PG-13
1128,Johnny English,Rowan Atkinson,John Malkovich,Natalie Imbruglia," 32,081 ",Action,Adventure,Comedy,Color,"4,336",PG
1129,Rogue,Michael Vartan,Radha Mitchell,Sam Worthington," 200,309 ",Action,Drama,Horror,Color,"4,454",R
1130,Resident Evil: Extinction,Milla Jovovich,Ali Larter,Oded Fehr," 47,215 ",Action,Horror,Sci-Fi,Color,"4,497",R
1131,Rising Sun,Sean Connery,Wesley Snipes,Harvey Keitel," 74,461 ",Action,Crime,Drama,Color,"4,619",R
1132,Redemption,Jason Statham,Agata Buzek,Vicky McClure," 162,451 ",Action,Crime,Drama,-,"4,655",R
1133,Next,Nicolas Cage,Julianne Moore,Jessica Biel," 37,934 ",Action,Sci-Fi,Thriller,Color,"4,670",PG-13
1134,Lionheart,Jean-Claude Van Damme,Harrison Page,Deborah Rennard," 30,253 ",Action,Crime,Drama,-,"4,812",R
1135,Captain Underpants: The First Epic Movie,Kevin Hart,Thomas Middleditch,Ed Helms," 27,553",Animation,Action,Adventure,-,-,PG
1136,The Outsider,Jared Leto,Tadanobu Asano,Kippei Shîna," 77,761 ",Action,Crime,Drama,-,-,TV-MA
1137,Johnny English Strikes Again,Rowan Atkinson,Ben Miller,Olga Kurylenko," 94,100 ",Action,Adventure,Comedy,2.39 : 1,-,PG
1138,War,Jet Li,Jason Statham,Nadine Velazquez," 28,316",Action,Crime,Thriller,Color,-,R
1139,The Silencing,Nikolaj Coster-Waldau,Caleb Ellsworth-Clark,Josh Cruddas," 77,020 ",Action,Crime,Mystery,-,-,R
1140,Outlander,Jim Caviezel,Sophia Myles,Ron Perlman," 49,537 ",Action,Adventure,Sci-Fi,Color,-,R
1141,Stuber,Dave Bautista,Kumail Nanjiani,Mira Sorvino," 30,729 ",Action,Comedy,Crime,-,-,R
1142,Destroyer,Nicole Kidman,Toby Kebbell,Tatiana Maslany," 70,543 ",Action,Crime,Drama,-,-,R
1143,The Saint,Val Kilmer,Elisabeth Shue,Rade Serbedzija," 38,277 ",Action,Adventure,Romance,"$61,363,304",-,PG-13
1144,Astro Boy,Freddie Highmore,Nicolas Cage,Kristen Bell," 44,421 ",Animation,Action,Adventure,-,-,PG
1145,Pokémon: The First Movie - Mewtwo Strikes Back,Veronica Taylor,Rachael Lillis,Eric Stuart," 65,724 ",Animation,Action,Adventure,-,-,G
1146,The Boondock Saints II: All Saints Day,Sean Patrick Flanery,Norman Reedus,Billy Connolly," 69,223 ",Action,Thriller,-,-,-,R
1147,The November Man,Pierce Brosnan,Luke Bracey,Olga Kurylenko," 72,035 ",Action,Thriller,-,-,-,R
1148,The Eagle,Channing Tatum,Jamie Bell,Donald Sutherland," 49,792 ",Action,Adventure,Drama,Color,-,PG-13
1149,Loaded Weapon 1,Emilio Estevez,Samuel L. Jackson,Jon Lovitz," 44,303",Action,Comedy,Crime,-,-,PG-13
1150,Last Knights,Clive Owen,Morgan Freeman,Aksel Hennie," 30,419 ",Action,Drama,History,-,-,R
1151,Money Talks,Charlie Sheen,Chris Tucker,Heather Locklear," 30,045",Action,Comedy,Crime,Color,-,R
1152,A Lonely Place to Die,Alec Newman,Ed Speleers,Melissa George," 27,989 ",Action,Adventure,Crime,-,-,R
1153,Mr. Nice Guy,Jackie Chan,Richard Norton,Miki Lee," 48,772 ",Action,Adventure,Comedy,Dolby Digital,-,PG-13
1154,After the Sunset,Pierce Brosnan,Salma Hayek,Woody Harrelson," 26,796 ",Action,Comedy,Crime,-,-,PG-13
1155,The Warrior's Way,Jang Dong-Gun,Kate Bosworth,Geoffrey Rush," 31,323 ",Action,Drama,Fantasy,Color,-,R
1156,Ong Bak 2,Tony Jaa,Sarunyu Wongkrachang,Sorapong Chatree," 42,629",Action,-,-,-,-,R
1157,The Legend of Tomiris,Ghassan Massoud,Aizhan Lighg,Eduardo Minett," 33,400 ",Action,Drama,History,-,-,TV-14
1158,Dabangg,Salman Khan,Sonakshi Sinha,Sonu Sood," 166,568",Action,Comedy,Crime,-,-,Not Rated
1159,Ant-Man and the Wasp: Quantumania,Paul Rudd,Evangeline Lilly,Michael Douglas," 134,525 ",Action,Adventure,Comedy,"$214,491,951",17,PG-13
1160,The Lost City,Sandra Bullock,Channing Tatum,Daniel Radcliffe," 463,259 ",Action,Adventure,Comedy,-,699,PG-13
1161,Justice League,Ben Affleck,Gal Gadot,Jason Momoa," 246,185 ",Action,Adventure,Fantasy,United StatesCanadaUnited Kingdom,742,PG-13
1162,San Andreas,Dwayne Johnson,Carla Gugino,Alexandra Daddario," 83,117 ",Action,Adventure,Thriller,Color,920,PG-13
1163,Ambulance,Jake Gyllenhaal,Yahya Abdul-Mateen II,Eiza González," 353,050 ",Action,Crime,Drama,-,942,R
1164,Mission: Impossible II,Tom Cruise,Dougray Scott,Thandiwe Newton," 187,845 ",Action,Adventure,Thriller,Color,957,PG-13
1165,The Expendables 3,Sylvester Stallone,Jason Statham,Jet Li," 185,609",Action,Adventure,Thriller,"$39,322,544","1,112",PG-13
1166,6 Underground,Ryan Reynolds,Mélanie Laurent,Manuel Garcia-Rulfo," 165,370 ",Action,Thriller,-,Color,"1,182",R
1167,Jack Reacher: Never Go Back,Tom Cruise,Cobie Smulders,Aldis Hodge," 29,776",Action,Crime,Drama,-,"1,192",PG-13
1168,Lou,Allison Janney,Jurnee Smollett,Logan Marshall-Green," 42,079",Action,Crime,Drama,-,"1,317",R
1169,Code 8,Kari Matchett,Robbie Amell,Penny Eizenga," 327,536 ",Action,Crime,Drama,Color,"1,375",Not Rated
1170,Jurassic World: Fallen Kingdom,Chris Pratt,Bryce Dallas Howard,Rafe Spall," 83,280",Action,Adventure,Sci-Fi,"$417,719,760","1,449",PG-13
1171,Day Shift,Jamie Foxx,Dave Franco,Natasha Liu Bordizzo," 130,993 ",Action,Comedy,Fantasy,-,"1,499",R
1172,Mortal Engines,Hera Hilmar,Robert Sheehan,Hugo Weaving," 114,139 ",Action,Adventure,Fantasy,Color,"1,538",PG-13
1173,Lightyear,Chris Evans,Keke Palmer,Peter Sohn," 103,368 ",Animation,Action,Adventure,Color,"1,574",PG
1174,Rambo: Last Blood,Sylvester Stallone,Paz Vega,Sergio Peris-Mencheta," 51,603",Action,Crime,Thriller,Color,"1,617",R
1175,Blood Red Sky,Peri Baumeister,Carl Anton Koch,Alexander Scheer," 165,938 ",Action,Adventure,Drama,-,"1,961",TV-MA
1176,The Sorcerer's Apprentice,Nicolas Cage,Jay Baruchel,Alfred Molina," 233,620 ",Action,Adventure,Family,"$63,150,991","2,146",PG
1177,RoboCop,Joel Kinnaman,Gary Oldman,Michael Keaton," 287,274 ",Action,Crime,Sci-Fi,"$58,607,007","2,165",PG-13
1178,Superman Returns,Brandon Routh,Kevin Spacey,Kate Bosworth," 99,724",Action,Adventure,Sci-Fi,"$200,081,192","2,183",PG-13
1179,Hitman's Wife's Bodyguard,Ryan Reynolds,Samuel L. Jackson,Salma Hayek," 92,411 ",Action,Comedy,Crime,Color,"2,205",R
1180,-,-,-,-," 175,727 ",-,-,-,-,-,-
1181,-,-,-,-," 295,167 ",-,-,-,-,-,-
1182,-,-,-,-," 83,303 ",-,-,-,-,-,-
1183,-,-,-,-," 49,502 ",-,-,-,-,-,-
1184,-,-,-,-," 241,903 ",-,-,-,-,-,-
1185,-,-,-,-," 223,601 ",-,-,-,-,-,-
1186,-,-,-,-," 88,491 ",-,-,-,-,-,-
1187,-,-,-,-," 313,842 ",-,-,-,-,-,-
1188,-,-,-,-," 27,452 ",-,-,-,-,-,-
1189,-,-,-,-," 32,322 ",-,-,-,-,-,-
1190,-,-,-,-," 204,547 ",-,-,-,-,-,-
1191,-,-,-,-," 70,282 ",-,-,-,-,-,-
1192,-,-,-,-," 102,035 ",-,-,-,-,-,-
1193,-,-,-,-," 92,943 ",-,-,-,-,-,-
1194,-,-,-,-," 211,306 ",-,-,-,-,-,-
1195,-,-,-,-," 114,238 ",-,-,-,-,-,-
1196,-,-,-,-," 34,948",-,-,-,-,-,-
1197,-,-,-,-," 88,950",-,-,-,-,-,-
1198,-,-,-,-," 113,629 ",-,-,-,-,-,-
1199,-,-,-,-," 68,827 ",-,-,-,-,-,-
1200,-,-,-,-," 61,445 ",-,-,-,-,-,-
1201,-,-,-,-," 34,860 ",-,-,-,-,-,-
1202,-,-,-,-," 75,979 ",-,-,-,-,-,-
1203,-,-,-,-," 76,095 ",-,-,-,-,-,-
1204,-,-,-,-," 38,903 ",-,-,-,-,-,-
1205,-,-,-,-," 94,196 ",-,-,-,-,-,-
1206,-,-,-,-," 50,911 ",-,-,-,-,-,-
1207,-,-,-,-," 73,373 ",-,-,-,-,-,-
1208,-,-,-,-," 154,165 ",-,-,-,-,-,-
1209,-,-,-,-," 71,296 ",-,-,-,-,-,-
1210,-,-,-,-," 36,855 ",-,-,-,-,-,-
1211,-,-,-,-," 109,238 ",-,-,-,-,-,-
1212,-,-,-,-," 72,074 ",-,-,-,-,-,-
1213,-,-,-,-," 118,483 ",-,-,-,-,-,-
1214,-,-,-,-," 93,855 ",-,-,-,-,-,-
1215,-,-,-,-," 51,878 ",-,-,-,-,-,-
1216,-,-,-,-," 59,879 ",-,-,-,-,-,-
1217,-,-,-,-," 45,899",-,-,-,-,-,-
1218,-,-,-,-," 86,180 ",-,-,-,-,-,-
1219,-,-,-,-," 55,652 ",-,-,-,-,-,-
1220,-,-,-,-," 31,566",-,-,-,-,-,-
1221,-,-,-,-," 74,889",-,-,-,-,-,-
1222,Solomon Kane,James Purefoy,Max von Sydow,Rachel Hurd-Wood," 65,799 ",Action,Adventure,Fantasy,Color,-,R
1223,Red State,Michael Parks,Melissa Leo,John Goodman," 82,143 ",Action,Crime,Horror,Color,-,R
1224,Broken City,Mark Wahlberg,Russell Crowe,Catherine Zeta-Jones," 177,241",Action,Crime,Drama,-,-,R
1225,The Promise,Oscar Isaac,Charlotte Le Bon,Christian Bale," 104,127 ",Action,Adventure,Drama,Color,-,PG-13
1226,30 Minutes or Less,Jesse Eisenberg,Danny McBride,Nick Swardson," 55,591 ",Action,Comedy,Crime,-,-,R
1227,Flight of the Phoenix,Dennis Quaid,Miranda Otto,Giovanni Ribisi," 29,236 ",Action,Adventure,Drama,Color,-,PG-13
1228,Point of No Return,Bridget Fonda,Gabriel Byrne,Dermot Mulroney," 47,505 ",Action,Crime,Drama,-,-,R
1229,Hobo with a Shotgun,Rutger Hauer,Pasha Ebrahimi,Robb Wells," 42,887",Action,Comedy,Horror,-,-,Not Rated
1230,Ironclad,Paul Giamatti,Jason Flemyng,Brian Cox," 34,111 ",Action,Drama,History,-,-,R
1231,Conquest of the Planet of the Apes,Roddy McDowall,Don Murray,Ricardo Montalban," 33,423 ",Action,Sci-Fi,-,Color,-,PG
1232,Undisputed,Wesley Snipes,Ving Rhames,Peter Falk," 31,571",Action,Crime,Drama,-,-,R
1233,"Tomorrow, When the War Began",Caitlin Stasey,Rachel Hurd-Wood,Lincoln Lewis," 31,249 ",Action,Adventure,Drama,Color,-,R
1234,Gringo,Joel Edgerton,Charlize Theron,David Oyelowo," 29,812 ",Action,Comedy,Crime,-,-,R
1235,The Replacement Killers,Chow Yun-Fat,Mira Sorvino,Michael Rooker," 31,930 ",Action,Crime,Thriller,Color,-,R
1236,Murder at 1600,Wesley Snipes,Diane Lane,Daniel Benzali," 34,028 ",Action,Crime,Drama,-,-,R
1237,Welcome to the Punch,James McAvoy,Mark Strong,Andrea Riseborough," 26,929",Action,Crime,Thriller,-,-,R
1238,The Lovebirds,Issa Rae,Kumail Nanjiani,Paul Sparks," 47,141 ",Action,Comedy,Crime,-,-,R
1239,Seeking Justice,Nicolas Cage,January Jones,Guy Pearce," 51,164 ",Action,Crime,Drama,Color,-,R
1240,15 Minutes,Robert De Niro,Edward Burns,Kelsey Grammer," 29,810 ",Action,Crime,Drama,Color,-,R
1241,Antitrust,Ryan Phillippe,Tim Robbins,Rachael Leigh Cook," 58,384 ",Action,Crime,Drama,-,-,PG-13
1242,Chennai Express,Deepika Padukone,Shah Rukh Khan,Sathyaraj," 27,583",Action,Comedy,Drama,Color,-,Not Rated
1243,Thunivu,Ajith Kumar,Manju Warrier,Samuthirakani," 77,928",Action,Crime,Thriller,-,-,Not Rated
1244,Sooryavanshi,Akshay Kumar,Katrina Kaif,Ajay Devgn," 81,130",Action,Crime,Thriller,-,-,-
1245,Shazam! Fury of the Gods,Zachary Levi,Asher Angel,Jack Dylan Grazer," 283,841 ",Action,Adventure,Comedy,Color,16,PG-13
1246,The Fast and the Furious: Tokyo Drift,Lucas Black,Zachery Ty Bryan,Shad Moss," 63,359 ",Action,Crime,Thriller,United StatesGermanyJapan,167,PG-13
1247,Don't Breathe 2,Stephen Lang,Madelyn Grace,Brendan Sexton III," 181,119 ",Action,Crime,Horror,-,539,R
1248,Mortal Kombat,Lewis Tan,Jessica McNamee,Josh Lawson," 155,770",Action,Adventure,Fantasy,Color,676,R
1249,Murder Mystery,Adam Sandler,Jennifer Aniston,Luke Evans," 274,643 ",Action,Comedy,Crime,-,995,PG-13
1250,Van Helsing,Hugh Jackman,Kate Beckinsale,Richard Roxburgh," 249,680 ",Action,Adventure,Fantasy,ColorBlack and White,"1,040",PG-13
1251,Birds of Prey,Margot Robbie,Rosie Perez,Mary Elizabeth Winstead," 190,717 ",Action,Comedy,Crime,"$84,172,791","1,233",R
1252,Godzilla: King of the Monsters,Kyle Chandler,Vera Farmiga,Millie Bobby Brown," 172,068 ",Action,Adventure,Fantasy,Color,"1,411",PG-13
1253,Immortals,Henry Cavill,Mickey Rourke,John Hurt," 246,652 ",Action,Drama,Fantasy,Color,"1,414",R
1254,Sucker Punch,Emily Browning,Vanessa Hudgens,Abbie Cornish," 150,940 ",Action,Adventure,Fantasy,Color,"1,565",PG-13
1255,S.W.A.T.,Samuel L. Jackson,Colin Farrell,Michelle Rodriguez," 160,264 ",Action,Adventure,Crime,Color,"1,885",PG-13
1256,Hercules,Dwayne Johnson,John Hurt,Ian McShane," 172,947 ",Action,Adventure,Fantasy,"$72,688,614","2,082",PG-13
1257,Exodus: Gods and Kings,Christian Bale,Joel Edgerton,Ben Kingsley," 65,749",Action,Adventure,Drama,-,"2,116",PG-13
1258,Those Who Wish Me Dead,Angelina Jolie,Nicholas Hoult,Finn Little," 47,772",Action,Drama,Thriller,-,"2,192",R
1259,Gunpowder Milkshake,Karen Gillan,Lena Headey,Carla Gugino," 249,276 ",Action,Crime,Thriller,Color,"2,434",R
1260,The Tourist,Johnny Depp,Angelina Jolie,Paul Bettany," 76,151 ",Action,Thriller,-,Color,"2,486",PG-13
1261,Speed Racer,Emile Hirsch,Matthew Fox,Christina Ricci," 94,359 ",Action,Adventure,Comedy,"$43,945,766","2,711",PG
1262,Dante's Peak,Pierce Brosnan,Linda Hamilton,Jamie Renée Smith," 127,101 ",Action,Adventure,Thriller,-,"2,811",PG-13
1263,The Time Machine,Guy Pearce,Yancey Arias,Mark Addy," 72,358 ",Action,Adventure,Sci-Fi,"$56,832,494","2,889",PG-13
1264,Unhinged,Russell Crowe,Caren Pistorius,Gabriel Bateman," 120,307 ",Action,Thriller,-,Color,"2,901",R
1265,Miami Vice,Colin Farrell,Jamie Foxx,Gong Li," 84,182 ",Action,Adventure,Crime,Color,"3,370",R
1266,G.I. Jane,Demi Moore,Viggo Mortensen,Anne Bancroft," 93,101",Action,Drama,War,Color,"3,380",R
1267,Project Power,Jamie Foxx,Joseph Gordon-Levitt,Dominique Fishback," 198,036 ",Action,Crime,Sci-Fi,-,"3,494",R
1268,Taken 3,Liam Neeson,Forest Whitaker,Maggie Grace," 49,521 ",Action,Crime,Thriller,Color,"3,514",PG-13
1269,CHIPS,Michael Peña,Dax Shepard,Vincent D'Onofrio," 100,479 ",Action,Comedy,Crime,Color,"3,590",R
1270,Sahara,Matthew McConaughey,Penélope Cruz,Steve Zahn," 48,892 ",Action,Adventure,Comedy,-,"3,725",PG-13
