,Name of Movie,Star1,Star2,Star3,Votes,Genre1,Genre2,Genre3,Gross_Collection,Popularity,Certification
1327,Iron Sky,Julia Dietze,Christopher Kirby,Götz Otto," 158,544 ",Action,Adventure,Comedy,Color,"4,204",R
1328,Abraham Lincoln: Vampire Hunter,Benjamin Walker,Rufus Sewell,Dominic Cooper," 125,132 ",Action,Fantasy,Horror,"$37,519,139","4,283",R
1329,The 6th Day,Arnold Schwarzenegger,Michael Rapaport,Tony Goldwyn," 26,809",Action,Mystery,Sci-Fi,Color,"4,717",PG-13
1330,The Black Hole,Maximilian Schell,Anthony Perkins,Robert Forster," 28,300 ",Action,Sci-Fi,-,-,"4,746",PG
1331,The Rookie,Clint Eastwood,Charlie Sheen,Raul Julia," 63,289 ",Action,Crime,Drama,-,"4,848",R
1332,Vertical Limit,Scott Glenn,Chris O'Donnell,Bill Paxton," 78,562 ",Action,Adventure,Drama,-,"4,880",PG-13
1333,Doomsday,Rhona Mitra,Bob Hoskins,Alexander Siddig," 49,414 ",Action,Sci-Fi,Thriller,Color,"4,984",R
1334,Passenger 57,Wesley Snipes,Bruce Payne,Tom Sizemore," 65,105 ",Action,Crime,Thriller,-,-,R
1335,Keeping Up with the Joneses,Zach Galifianakis,Isla Fisher,Jon Hamm," 69,231 ",Action,Comedy,-,-,-,PG-13
1336,Star Wars: The Clone Wars,Matt Lanter,Nika Futterman,Tom Kane," 56,445 ",Animation,Action,Adventure,Color,-,PG
1337,Sanctum,Rhys Wakefield,Allison Cratchley,Christopher James Baker," 104,832 ",Action,Adventure,Drama,-,-,R
1338,The Legend of Zorro,Antonio Banderas,Catherine Zeta-Jones,Rufus Sewell," 68,364 ",Action,Adventure,Romance,Color,-,PG
1339,Domino,Keira Knightley,Mickey Rourke,Edgar Ramírez," 28,376 ",Action,Biography,Crime,Color,-,R
1340,Firefox,Clint Eastwood,Freddie Jones,David Huffman," 40,807",Action,Adventure,Thriller,-,-,PG
1341,Braven,Jason Momoa,Garret Dillahunt,Jill Wagner," 94,007 ",Action,Thriller,-,-,-,R
1342,The One,Jet Li,Carla Gugino,Delroy Lindo," 74,761 ",Action,Sci-Fi,Thriller,-,-,PG-13
1343,Daylight,Sylvester Stallone,Amy Brenneman,Viggo Mortensen," 57,682 ",Action,Adventure,Drama,-,-,PG-13
1344,The Golden Child,Eddie Murphy,J.L. Reate,Charles Dance," 36,342 ",Action,Adventure,Comedy,-,-,PG-13
1345,Red Tails,Cuba Gooding Jr.,Gerald McRaney,David Oyelowo," 49,966 ",Action,Drama,History,Color,-,PG-13
1346,The Fan,Robert De Niro,Wesley Snipes,Ellen Barkin," 61,538 ",Action,Drama,Sport,Color,-,R
1347,Timecop,Jean-Claude Van Damme,Mia Sara,Ron Silver," 27,808",Action,Crime,Sci-Fi,-,-,R
1348,Fatman,Mel Gibson,Walton Goggins,Marianne Jean-Baptiste," 35,624 ",Action,Adventure,Comedy,Color,-,R
1349,Undercover Brother,Eddie Griffin,Denise Richards,Aunjanue Ellis-Taylor," 45,276 ",Action,Comedy,-,-,-,PG-13
1350,Gone,Amanda Seyfried,Jennifer Carpenter,Wes Bentley," 38,124 ",Action,Adventure,Mystery,-,-,PG-13
1351,Kidnap,Halle Berry,Sage Correa,Chris McGinn," 43,116 ",Action,Crime,Thriller,-,-,R
1352,Another 48 Hrs.,Eddie Murphy,Nick Nolte,Brion James," 47,779 ",Action,Comedy,Crime,-,-,R
1353,3000 Miles to Graceland,Kurt Russell,Kevin Costner,Courteney Cox," 60,972 ",Action,Comedy,Crime,-,-,R
1354,Ride Along 2,Ice Cube,Kevin Hart,Tika Sumpter," 29,643 ",Action,Comedy,Crime,-,-,PG-13
1355,Fortress,Christopher Lambert,Loryn Locklin,Kurtwood Smith," 36,386 ",Action,Crime,Sci-Fi,Color,-,R
1356,Hard Rain,Morgan Freeman,Christian Slater,Randy Quaid," 25,669 ",Action,Crime,Drama,-,-,R
1357,Men at Work,Charlie Sheen,Emilio Estevez,Leslie Hope," 31,023",Action,Comedy,Crime,-,-,PG-13
1358,The Double,Richard Gere,Topher Grace,Martin Sheen," 31,034 ",Action,Crime,Drama,-,-,PG-13
1359,Tiger Lives,Salman Khan,Katrina Kaif,Anupriya Goenka," 41,450",Action,Adventure,Thriller,-,-,Not Rated
1360,Ghosted,Chris Evans,Ana de Armas,Adrien Brody," 31,563",Action,Adventure,Comedy,-,61,PG-13
1361,The School for Good and Evil,Kit Young,Sophia Anne Caruso,Cate Blanchett," 78,297 ",Action,Comedy,Drama,-,714,PG-13
1362,Oldboy,Josh Brolin,Elizabeth Olsen,Samuel L. Jackson," 214,633 ",Action,Drama,Mystery,"$2,193,658",965,R
1363,Teenage Mutant Ninja Turtles,Megan Fox,Will Arnett,William Fichtner," 178,485 ",Action,Adventure,Comedy,Color,"1,135",PG-13
1364,Army of the Dead,Dave Bautista,Ella Purnell,Ana de la Reguera," 252,374 ",Action,Crime,Drama,Color,"1,239",R
1365,Battleship,Alexander Skarsgård,Brooklyn Decker,Liam Neeson," 260,767 ",Action,Adventure,Sci-Fi,Color,"1,254",PG-13
1366,Noah,Russell Crowe,Jennifer Connelly,Anthony Hopkins," 386,341 ",Action,Adventure,Drama,Color,"1,302",PG-13
1367,2012,John Cusack,Thandiwe Newton,Chiwetel Ejiofor," 287,166 ",Action,Adventure,Sci-Fi,Color,"1,451",PG-13
1368,Clash of the Titans,Sam Worthington,Liam Neeson,Ralph Fiennes," 121,094 ",Action,Adventure,Fantasy,"$163,214,888","1,600",PG-13
1369,Mortal Kombat,Christopher Lambert,Robin Shou,Linden Ashby," 82,399 ",Action,Adventure,Fantasy,Color,"1,631",PG-13
1370,Species,Natasha Henstridge,Michael Madsen,Ben Kingsley," 53,768",Action,Horror,Sci-Fi,Color,"1,776",R
1371,The Man from Toronto,Kevin Hart,Woody Harrelson,Jasmine Mathews," 179,750 ",Action,Adventure,Comedy,-,"1,798",PG-13
1372,The League of Extraordinary Gentlemen,Sean Connery,Stuart Townsend,Peta Wilson," 183,017 ",Action,Adventure,Fantasy,"$66,465,204","1,811",PG-13
1373,xXx,Vin Diesel,Asia Argento,Marton Csokas," 113,399 ",Action,Adventure,Thriller,Color,"2,014",PG-13
1374,End of Days,Arnold Schwarzenegger,Gabriel Byrne,Robin Tunney," 76,510 ",Action,Fantasy,Horror,"$66,889,043","2,312",R
1375,Cobra,Sylvester Stallone,Brigitte Nielsen,Reni Santoni," 44,691",Action,Crime,Thriller,"$49,042,224","2,467",R
1376,Troll,Ine Marie Wilmann,Kim Falck,Mads Sjøgård Pettersen," 182,683 ",Action,Adventure,Drama,-,"2,500",TV-14
1377,Blade: Trinity,Wesley Snipes,Kris Kristofferson,Parker Posey," 134,496 ",Action,Horror,Sci-Fi,Color,"2,519",R
1378,Hollow Man,Kevin Bacon,Elisabeth Shue,Josh Brolin," 127,021 ",Action,Horror,Sci-Fi,Color,"2,640",R
1379,Journey to the Center of the Earth,Brendan Fraser,Josh Hutcherson,Aníta Briem," 56,819 ",Action,Adventure,Family,Color,"2,797",PG
1380,Over the Top,Sylvester Stallone,Robert Loggia,Susan Blakely," 89,160 ",Action,Drama,Sport,Color,"2,894",PG
1381,RoboCop 2,Peter Weller,Nancy Allen,Belinda Bauer," 61,112",Action,Crime,Sci-Fi,Color,"3,026",R
1382,Without Remorse,Michael B. Jordan,Jodie Turner-Smith,Jamie Bell," 88,411 ",Action,Thriller,War,-,"3,081",R
1383,Haywire,Gina Carano,Ewan McGregor,Michael Fassbender," 63,317 ",Action,Drama,Thriller,ColorBlack and White,"3,136",R
1384,Lake Placid,Bridget Fonda,Bill Pullman,Oliver Platt," 136,385 ",Action,Comedy,Horror,-,"3,235",R
1385,The Mortal Instruments: City of Bones,Lily Collins,Jamie Campbell Bower,Robert Sheehan," 58,400 ",Action,Adventure,Fantasy,-,"3,471",PG-13
1386,Pride and Prejudice and Zombies,Lily James,Sam Riley,Jack Huston," 55,125",Action,Comedy,Fantasy,-,"3,596",PG-13
1387,Extinction,Michael Peña,Lizzy Caplan,Amelia Crouch," 120,930 ",Action,Drama,Sci-Fi,-,"3,600",TV-MA
1388,Wild Hogs,Tim Allen,Martin Lawrence,John Travolta," 135,535 ",Action,Adventure,Comedy,-,"3,655",PG-13
1389,Rambo III,Sylvester Stallone,Richard Crenna,Marc de Jonge," 44,840 ",Action,Adventure,Thriller,"$53,715,611","3,771",R
1390,Morgan,Kate Mara,Anya Taylor-Joy,Rose Leslie," 116,835 ",Action,Horror,Sci-Fi,-,"3,965",R
1391,The Host,Saoirse Ronan,Max Irons,Jake Abel," 35,165 ",Action,Adventure,Drama,-,"4,160",PG-13
1392,Straw Dogs,James Marsden,Kate Bosworth,Alexander Skarsgård," 35,020 ",Action,Drama,Thriller,Color,"4,388",R
1393,1941,John Belushi,Dan Aykroyd,Treat Williams," 175,213 ",Action,Comedy,War,Color,"4,509",PG
1394,Resident Evil: Afterlife,Milla Jovovich,Ali Larter,Wentworth Miller," 126,778 ",Action,Horror,Sci-Fi,Color,"4,827",R
1395,Skyscraper,Dwayne Johnson,Neve Campbell,Chin Han," 70,083 ",Action,Adventure,Thriller,"$68,420,120","4,835",PG-13
1396,Into the Storm,Richard Armitage,Sarah Wayne Callies,Matt Walsh," 92,266 ",Action,Adventure,Drama,-,-,PG-13
1397,Around the World in 80 Days,Jackie Chan,Steve Coogan,Jim Broadbent," 162,558 ",Action,Adventure,Comedy,Color,-,PG
1398,The Green Hornet,Seth Rogen,Jay Chou,Christoph Waltz," 31,284 ",Action,Comedy,Crime,Color,-,PG-13
1399,Hard to Kill,Steven Seagal,Kelly LeBrock,William Sadler," 42,347 ",Action,Crime,Drama,-,-,R
1400,The Gunman,Sean Penn,Idris Elba,Jasmine Trinca," 44,314 ",Action,Adventure,Crime,-,-,R
1401,Striking Distance,Bruce Willis,Sarah Jessica Parker,Dennis Farina," 47,261 ",Action,Crime,Mystery,-,-,R
1402,Cirque du Freak: The Vampire's Assistant,Chris Massoglia,John C. Reilly,Salma Hayek," 41,230 ",Action,Adventure,Fantasy,Color,-,PG-13
1403,Reindeer Games,Ben Affleck,Gary Sinise,Charlize Theron," 29,630 ",Action,Adventure,Crime,-,-,R
1404,Air America,Mel Gibson,Robert Downey Jr.,Nancy Travis," 35,839 ",Action,Comedy,War,-,-,R
1405,Sudden Death,Jean-Claude Van Damme,Powers Boothe,Raymond J. Barry," 39,260 ",Action,Crime,Thriller,-,-,R
1406,Bulletproof,Damon Wayans,Adam Sandler,James Caan," 45,806 ",Action,Comedy,Crime,-,-,R
1407,Cradle 2 the Grave,Jet Li,DMX,Mark Dacascos," 58,722 ",Action,Crime,Drama,-,-,R
1408,Firewall,Harrison Ford,Virginia Madsen,Paul Bettany," 44,226 ",Action,Crime,Thriller,Color,-,PG-13
1409,Taxi 3,Samy Naceri,Frédéric Diefenthal,Bernard Farcy," 53,156",Action,Comedy,Crime,-,-,Not Rated
1410,Samrat Prithviraj,Akshay Kumar,Sanjay Dutt,Ashutosh Rana," 52,939",Action,Drama,History,-,-,-
1411,Murder Mystery 2,Adam Sandler,Jennifer Aniston,Mark Strong," 152,887",Action,Comedy,Crime,-,365,PG-13
1412,Mulan,Liu Yifei,Donnie Yen,Gong Li," 261,366",Action,Adventure,Drama,"$69,965,374",517,PG-13
1413,The Matrix Resurrections,Keanu Reeves,Carrie-Anne Moss,Yahya Abdul-Mateen II," 30,345",Action,Sci-Fi,-,Color,519,R
1414,Memory,Liam Neeson,Guy Pearce,Taj Atwal," 52,687 ",Action,Crime,Thriller,-,992,R
1415,Chaos Walking,Tom Holland,Daisy Ridley,Demián Bichir," 109,898 ",Action,Adventure,Fantasy,Color,"1,006",PG-13
1416,The Three Musketeers,Logan Lerman,Matthew Macfadyen,Ray Stevenson," 51,890 ",Action,Adventure,Fantasy,-,"1,266",PG-13
1417,Escape Room: Tournament of Champions,Taylor Russell,Logan Miller,Deborah Ann Woll," 88,577 ",Action,Adventure,Horror,-,"1,281",PG-13
1418,Mechanic: Resurrection,Jason Statham,Jessica Alba,Tommy Lee Jones," 223,666 ",Action,Adventure,Crime,-,"1,480",R
1419,Planet of the Apes,Mark Wahlberg,Helena Bonham Carter,Tim Roth," 194,588 ",Action,Adventure,Sci-Fi,Color,"1,576",PG-13
1420,X-Men: Dark Phoenix,James McAvoy,Michael Fassbender,Jennifer Lawrence," 211,960 ",Action,Adventure,Sci-Fi,"$65,845,974","1,607",PG-13
1421,G.I. Joe: The Rise of Cobra,Dennis Quaid,Channing Tatum,Marlon Wayans," 336,076 ",Action,Adventure,Sci-Fi,SDDSDolby DigitalDTS,"1,608",PG-13
1422,Fantastic Four,Ioan Gruffudd,Michael Chiklis,Chris Evans," 81,186 ",Action,Adventure,Fantasy,Color,"1,638",PG-13
1423,Bloodshot,Vin Diesel,Eiza González,Sam Heughan," 184,493 ",Action,Adventure,Sci-Fi,-,"1,671",PG-13
1424,G.I. Joe: Retaliation,Dwayne Johnson,Channing Tatum,Adrianne Palicki," 50,352",Action,Adventure,Sci-Fi,Color,"1,681",PG-13
1425,Samaritan,Sylvester Stallone,Javon 'Wanna' Walton,Pilou Asbæk," 122,905 ",Action,Drama,Fantasy,Color,"1,726",PG-13
1426,Freddy vs. Jason,Robert Englund,Ken Kirzinger,Kelly Rowland," 78,400 ",Action,Horror,-,Color,"2,119",R
1427,Underworld: Blood Wars,Kate Beckinsale,Theo James,Tobias Menzies," 213,843 ",Action,Adventure,Fantasy,-,"2,307",R
1428,Lara Croft: Tomb Raider,Angelina Jolie,Jon Voight,Iain Glen," 46,982 ",Action,Adventure,Fantasy,"$131,168,070","2,730",PG-13
1429,Buffy the Vampire Slayer,Kristy Swanson,Donald Sutherland,Paul Reubens," 107,973 ",Action,Comedy,Fantasy,Color,"2,750",PG-13
1430,Journey 2: The Mysterious Island,Josh Hutcherson,Dwayne Johnson,Michael Caine," 59,159 ",Action,Adventure,Comedy,Color,"2,784",PG
1431,Crocodile Dundee II,Paul Hogan,Linda Kozlowski,John Meillon," 127,593 ",Action,Adventure,Comedy,Color,"2,887",PG
1432,Allegiant,Shailene Woodley,Theo James,Jeff Daniels," 65,898 ",Action,Adventure,Mystery,-,"2,911",PG-13
1433,Pan,Levi Miller,Hugh Jackman,Garrett Hedlund," 93,320 ",Action,Adventure,Comedy,-,"3,089",PG
1434,Hitman: Agent 47,Rupert Friend,Hannah Ware,Zachary Quinto," 115,102 ",Action,Crime,Thriller,Color,"3,241",R
1435,Only God Forgives,Ryan Gosling,Kristin Scott Thomas,Vithaya Pansringarm," 82,102 ",Action,Crime,Drama,Color,"3,260",R
1436,Fool's Gold,Matthew McConaughey,Kate Hudson,Donald Sutherland," 48,916",Action,Adventure,Comedy,Color,"3,421",PG-13
1437,The Do-Over,Adam Sandler,David Spade,Paula Patton," 107,367 ",Action,Adventure,Comedy,-,"4,100",TV-MA
1438,Poseidon,Richard Dreyfuss,Kurt Russell,Emmy Rossum," 192,256 ",Action,Adventure,Thriller,Color,"4,105",PG-13
1439,Wrath of the Titans,Sam Worthington,Liam Neeson,Rosamund Pike," 27,213 ",Action,Adventure,Fantasy,-,"4,134",PG-13
1440,Cooties,Elijah Wood,Rainn Wilson,Alison Pill," 77,622 ",Action,Comedy,Horror,-,"4,156",R
1441,Escape from L.A.,Kurt Russell,Steve Buscemi,Stacy Keach," 33,985 ",Action,Adventure,Sci-Fi,Color,"4,628",R
1442,The Darkest Minds,Amandla Stenberg,Mandy Moore,Bradley Whitford," 137,358 ",Action,Adventure,Drama,Color,"4,672",PG-13
1443,Gamer,Gerard Butler,Michael C. Hall,Ludacris," 45,408 ",Action,Sci-Fi,Thriller,Color,"4,714",R
1444,Ben-Hur,Jack Huston,Toby Kebbell,Rodrigo Santoro," 121,882 ",Action,Drama,Romance,Color,"4,748",PG-13
1445,Priest,Paul Bettany,Cam Gigandet,Maggie Q," 116,768 ",Action,Fantasy,Horror,Color,"4,869",PG-13
1446,Gemini Man,Will Smith,Mary Elizabeth Winstead,Clive Owen," 29,342 ",Action,Sci-Fi,Thriller,Color,-,PG-13
1447,Cutthroat Island,Geena Davis,Matthew Modine,Frank Langella," 182,582 ",Action,Adventure,Comedy,Color,-,PG-13
1448,Battle Los Angeles,Aaron Eckhart,Michelle Rodriguez,Bridget Moynahan," 61,406 ",Action,Adventure,Sci-Fi,Color,-,PG-13
1449,Race to Witch Mountain,Dwayne Johnson,Carla Gugino,AnnaSophia Robb," 64,900 ",Action,Adventure,Family,"$67,172,594",-,PG
1450,Sabotage,Arnold Schwarzenegger,Sam Worthington,Terrence Howard," 29,978 ",Action,Crime,Drama,Color,-,R
1451,Mighty Joe Young,Bill Paxton,Charlize Theron,Rade Serbedzija," 27,278",Action,Adventure,Family,-,-,PG
1452,Beckett,John David Washington,Boyd Holbrook,Vicky Krieps," 51,160 ",Action,Crime,Drama,-,-,TV-MA
1453,Bullet to the Head,Sylvester Stallone,Jason Momoa,Christian Slater," 58,206 ",Action,Crime,Thriller,-,-,R
1454,Hudson Hawk,Bruce Willis,Danny Aiello,Andie MacDowell," 61,450 ",Action,Adventure,Comedy,Color,-,R
1455,Drillbit Taylor,Owen Wilson,Josh Peck,Alex Frost," 59,051 ",Action,Comedy,Crime,Color,-,PG-13
1456,Red Planet,Val Kilmer,Carrie-Anne Moss,Tom Sizemore," 25,944",Action,Sci-Fi,Thriller,-,-,PG-13
1457,Close,Noomi Rapace,Olivia Jewson,Abdellatif Chaouqi," 25,250 ",Action,Drama,Thriller,-,-,TV-MA
1458,Nowhere to Run,Jean-Claude Van Damme,Rosanna Arquette,Kieran Culkin," 42,117 ",Action,Drama,Romance,-,-,R
1459,Money Train,Wesley Snipes,Woody Harrelson,Jennifer Lopez," 36,379",Action,Comedy,Crime,Color,-,R
1460,Bandidas,Penélope Cruz,Salma Hayek,Steve Zahn," 30,423 ",Action,Comedy,Crime,-,-,PG-13
1461,The Art of War,Wesley Snipes,Donald Sutherland,Maury Chaykin," 31,341 ",Action,Adventure,Crime,Color,-,R
1462,Armored,Columbus Short,Matt Dillon,Laurence Fishburne," 31,670",Action,Crime,Thriller,-,-,PG-13
1463,The Mother,Jennifer Lopez,Lucy Paez,Omari Hardwick," 184,180 ",Action,Thriller,-,-,29,R
1464,Jurassic World: Dominion,Chris Pratt,Bryce Dallas Howard,Laura Dern," 180,628 ",Action,Adventure,Sci-Fi,Color,257,PG-13
1465,The Meg,Jason Statham,Bingbing Li,Rainn Wilson," 321,163 ",Action,Horror,Sci-Fi,Color,294,PG-13
1466,Transformers: Age of Extinction,Mark Wahlberg,Nicola Peltz Beckham,Jack Reynor," 150,666 ",Action,Adventure,Sci-Fi,"$245,439,076",614,PG-13
1467,Pixels,Adam Sandler,Kevin James,Michelle Monaghan," 40,241",Action,Comedy,Fantasy,Color,692,PG-13
1468,Strange World,Jake Gyllenhaal,Jaboukie Young-White,Gabrielle Union," 34,217 ",Animation,Action,Adventure,-,838,PG
1469,Beast,Liyabuya Gongo,Martin Munro,Daniel Hadebe," 25,491",Action,Adventure,Drama,-,"1,221",R
1470,Last Seen Alive,Gerard Butler,Jaimie Alexander,Russell Hornsby," 191,270 ",Action,Mystery,Thriller,-,"1,511",R
1471,Charlie's Angels,Cameron Diaz,Drew Barrymore,Lucy Liu," 139,617 ",Action,Adventure,Comedy,Color,"1,701",PG-13
1472,Men in Black: International,Chris Hemsworth,Tessa Thompson,Kumail Nanjiani," 272,771 ",Action,Adventure,Comedy,Color,"1,887",PG-13
1473,Hulk,Eric Bana,Jennifer Connelly,Sam Elliott," 172,954 ",Action,Sci-Fi,-,Color,"1,994",PG-13
1474,Alexander,Colin Farrell,Anthony Hopkins,Rosario Dawson," 121,840 ",Action,Biography,Drama,Color,"2,207",R
1475,Spy Kids,Alexa PenaVega,Daryl Sabara,Antonio Banderas," 271,210 ",Action,Adventure,Comedy,Color,"2,218",PG
1476,Fantastic Four: Rise of the Silver Surfer,Ioan Gruffudd,Jessica Alba,Chris Evans," 121,311 ",Action,Adventure,Fantasy,Color,"2,263",PG
1477,Judge Dredd,Sylvester Stallone,Armand Assante,Rob Schneider," 207,685 ",Action,Crime,Sci-Fi,Dolby DigitalDTSSDDSDolby,"2,308",R
1478,You Don't Mess with the Zohan,Adam Sandler,John Turturro,Emmanuelle Chriqui," 142,006 ",Action,Comedy,-,Color,"2,458",PG-13
1479,The Dark Tower,Idris Elba,Matthew McConaughey,Tom Taylor," 97,646 ",Action,Adventure,Fantasy,Color,"2,490",PG-13
1480,The Pacifier,Vin Diesel,Brittany Snow,Max Thieriot," 203,181 ",Action,Comedy,Drama,Color,"2,494",PG
1481,Assassin's Creed,Michael Fassbender,Marion Cotillard,Jeremy Irons," 205,727 ",Action,Adventure,Sci-Fi,"$54,647,948","2,757",PG-13
1482,Alien vs. Predator,Sanaa Lathan,Lance Henriksen,Raoul Bova," 121,325 ",Action,Adventure,Horror,"$80,282,231","3,108",PG-13
1483,Pacific Rim: Uprising,John Boyega,Scott Eastwood,Cailee Spaeny," 67,928 ",Action,Adventure,Fantasy,-,"3,148",PG-13
1484,The Specialist,Sylvester Stallone,Sharon Stone,James Woods," 139,721 ",Action,Drama,Thriller,Color,"3,465",R
1485,R.I.P.D.,Ryan Reynolds,Jeff Bridges,Mary-Louise Parker," 73,970 ",Action,Adventure,Comedy,-,"3,483",PG-13
1486,Johnny Mnemonic,Keanu Reeves,Dolph Lundgren,Dina Meyer," 57,797 ",Action,Drama,Sci-Fi,Color,"4,028",R
1487,Wild Card,Jason Statham,Michael Angarano,Dominik Garcia," 80,694 ",Action,Crime,Drama,-,"4,095",R
1488,Machete Kills,Danny Trejo,Alexa PenaVega,Mel Gibson," 27,161",Action,Crime,Thriller,-,"4,391",R
1489,Jay and Silent Bob Reboot,Joey Lauren Adams,Ben Affleck,Fred Armisen," 64,540 ",Action,Adventure,Comedy,Color,"4,392",R
1490,Timeline,Paul Walker,Gerard Butler,Billy Connolly," 33,220",Action,Adventure,Sci-Fi,-,"4,493",PG-13
1491,Jolt,Kate Beckinsale,Jai Courtney,Stanley Tucci," 43,957",Action,Comedy,Crime,-,"4,580",R
1492,The Ice Road,Liam Neeson,Marcus Thomas,Laurence Fishburne," 108,606",Action,Adventure,Thriller,-,"4,872",PG-13
1493,Brahmastra Part One: Shiva,Amitabh Bachchan,Ranbir Kapoor,Alia Bhatt," 35,946 ",Action,Adventure,Fantasy,Color,"4,911",M
1494,Raw Deal,Arnold Schwarzenegger,Kathryn Harrold,Sam Wanamaker," 42,330 ",Action,Crime,Thriller,-,-,R
1495,Double Impact,Jean-Claude Van Damme,Geoffrey Lewis,Alonna Shaw," 38,917",Action,Crime,-,-,-,R
1496,Hold the Dark,Jeffrey Wright,Alexander Skarsgård,James Badge Dale," 40,155",Action,Crime,Drama,-,-,TV-MA
1497,The Marksman,Katheryn Winnick,Liam Neeson,Teresa Ruiz," 54,082 ",Action,Drama,Thriller,-,-,PG-13
1498,Chain Reaction,Keanu Reeves,Morgan Freeman,Rachel Weisz," 52,494 ",Action,Drama,Sci-Fi,Color,-,PG-13
1499,National Security,Martin Lawrence,Steve Zahn,Colm Feore," 46,394 ",Action,Comedy,Crime,-,-,PG-13
1500,MacGruber,Will Forte,Kristen Wiig,Val Kilmer," 43,271 ",Action,Comedy,-,Color,-,R
1501,Brick Mansions,Paul Walker,David Belle,RZA," 33,017 ",Action,Crime,Thriller,Color,-,PG-13
1502,The Skulls,Joshua Jackson,Paul Walker,Hill Harper," 46,691 ",Action,Crime,Drama,-,-,PG-13
1503,The Pink Panther 2,Steve Martin,Jean Reno,Emily Mortimer," 25,560",Action,Adventure,Comedy,Color,-,PG
1504,The Contract,John Cusack,Morgan Freeman,Jamie Anderson," 34,685",Action,Crime,Drama,-,-,R
1505,Survivor,Milla Jovovich,Pierce Brosnan,Dylan McDermott," 27,048 ",Action,Crime,Thriller,-,-,PG-13
1506,The Quest,Jean-Claude Van Damme,Roger Moore,James Remar," 36,201 ",Action,Adventure,Drama,-,-,PG-13
1507,Exit Wounds,Steven Seagal,DMX,Isaiah Washington," 27,089",Action,Crime,Thriller,-,-,R
1508,Fire with Fire,Josh Duhamel,Bruce Willis,Rosario Dawson," 49,026 ",Action,Thriller,-,-,-,R
1509,Bad Company,Anthony Hopkins,Chris Rock,Matthew Marsh," 29,711 ",Action,Comedy,Thriller,-,-,PG-13
1510,12 Rounds,John Cena,Ashley Scott,Aidan Gillen," 33,416 ",Action,Crime,Thriller,-,-,PG-13
1511,Sleepless,Jamie Foxx,Michelle Monaghan,Dermot Mulroney," 28,336 ",Action,Thriller,-,Color,-,R
1512,Metro,Eddie Murphy,Michael Rapaport,Kim Miyori," 25,078 ",Action,Comedy,Crime,-,-,R
1513,Bang Bang,Hrithik Roshan,Katrina Kaif,Pawan Malhotra," 36,240 ",Action,Adventure,Comedy,-,-,Not Rated
1514,Once There Was a Tiger,Salman Khan,Katrina Kaif,Girish Karnad," 193,630 ",Action,Adventure,Romance,-,-,Not Rated
1515,Baywatch,Dwayne Johnson,Zac Efron,Alexandra Daddario," 33,020",Action,Comedy,Crime,Color,450,R
1516,Willy's Wonderland,Nicolas Cage,Emily Tosta,Beth Grant," 104,285 ",Action,Comedy,Horror,"$418,286","1,494",16+
1517,The Core,Aaron Eckhart,Hilary Swank,Delroy Lindo," 33,101",Action,Adventure,Sci-Fi,-,"1,801",PG-13
1518,The 355,Jessica Chastain,Penélope Cruz,Bingbing Fan," 81,683 ",Action,Thriller,-,Color,"2,335",PG-13
1519,George of the Jungle,Brendan Fraser,Leslie Mann,Thomas Haden Church," 289,952 ",Action,Adventure,Comedy,-,"2,451",PG
1520,Green Lantern,Ryan Reynolds,Blake Lively,Peter Sarsgaard," 108,963",Action,Adventure,Sci-Fi,Color,"2,523",PG-13
1521,The Cloverfield Paradox,Gugu Mbatha-Raw,David Oyelowo,Daniel Brühl," 141,965 ",Action,Adventure,Horror,-,"2,574",PG-13
1522,The Scorpion King,Dwayne Johnson,Steven Brand,Michael Clarke Duncan," 33,501",Action,Adventure,Fantasy,Color,"2,776",PG-13
1523,Sweet Girl,Jason Momoa,Isabela Merced,Manuel Garcia-Rulfo," 142,007 ",Action,Drama,Thriller,-,"3,197",R
1524,Snakes on a Plane,Samuel L. Jackson,Julianna Margulies,Nathan Phillips," 113,643 ",Action,Adventure,Crime,"$34,020,814","3,245",R
1525,Pompeii,Kit Harington,Emily Browning,Kiefer Sutherland," 97,432 ",Action,Adventure,Drama,"$23,219,748","3,404",PG-13
1526,Resident Evil: The Final Chapter,Milla Jovovich,Iain Glen,Ali Larter," 31,213 ",Action,Horror,Sci-Fi,Color,"3,863",R
1527,Virtuosity,Denzel Washington,Russell Crowe,Kelly Lynch," 79,021 ",Action,Crime,Sci-Fi,-,"4,027",R
1528,Seventh Son,Ben Barnes,Julianne Moore,Jeff Bridges," 102,891 ",Action,Adventure,Fantasy,Color,"4,092",PG-13
1529,Your Highness,Danny McBride,Natalie Portman,James Franco," 79,066 ",Action,Adventure,Comedy,Color,"4,178",R
1530,Volcano,Tommy Lee Jones,Anne Heche,Gaby Hoffmann," 74,904 ",Action,Drama,Sci-Fi,-,"4,364",PG-13
1531,Mortdecai,Johnny Depp,Gwyneth Paltrow,Ewan McGregor," 58,775 ",Action,Adventure,Comedy,Color,"4,511",R
1532,Eight Legged Freaks,David Arquette,Kari Wuhrer,Scott Terra," 141,598 ",Action,Adventure,Comedy,-,"4,578",PG-13
1533,Lara Croft: Tomb Raider - The Cradle of Life,Angelina Jolie,Gerard Butler,Chris Barrie," 35,099 ",Action,Adventure,Fantasy,-,"4,809",PG-13
1534,Peninsula,Gang Dong-won,Lee Jung-hyun,Re Lee," 62,157 ",Action,Horror,Thriller,-,"4,954",Not Rated
